task_id,dataset_name,algorithm,pipeline,cv_accuracy,runtime_sec,status,hyperparameters,max_depth,n_estimators,num_leaves,attr_conc.mean,attr_ent.mean,can_cor.mean,class_conc.mean,class_ent,cor.mean,cov.mean,eigenvalues.mean,eq_num_attr,g_mean.mean,gravity,h_mean.mean,iq_range.mean,joint_ent.mean,kurtosis.mean,lh_trace,mad.mean,max.mean,mean.mean,median.mean,min.mean,mut_inf.mean,nr_cor_attr,nr_disc,nr_norm,nr_outliers,ns_ratio,p_trace,range.mean,roy_root,sd.mean,sd_ratio,skewness.mean,sparsity.mean,t_mean.mean,var.mean,w_lambda,task_type,class_imbalance,dimensionality,n_classes,n_features,n_instances,mfe_error,landmark_1nn,landmark_nb,landmark_tree,n_rows,majority_class_ratio,sparsity
29,credit-approval,LGBMClassifier,"Pipeline(steps=[('robustscaler',
                 RobustScaler(quantile_range=(0.0357137639437,
                                              0.7465163847022))),
                ('selectpercentile',
                 SelectPercentile(percentile=57.4625426305738)),
                ('featureunion-1',
                 FeatureUnion(transformer_list=[('skiptransformer',
                                                 SkipTransformer()),
                                                ('passthrough',
                                                 Passthrough())])),
                ('featureunion-2',
                 FeatureUnion(transformer_list=[('skiptransformer',
                                                 SkipTransformer()),
                                                ('passthrough',
                                                 Passthrough())])),
                ('lgbmclassifier',
                 LGBMClassifier(boosting_type=np.str_('gbdt'),
                                class_weight='balanced', max_depth=1,
                                n_estimators=79, n_jobs=1, num_leaves=237,
                                random_state=42, verbose=-1))])",0.8713768115942028,1050.567696094513,success,"{""max_depth"": 1, ""n_estimators"": 79, ""num_leaves"": 237}",1.0,79.0,237.0,0.028670056791787534,0.7001136790740538,0.7869357789687268,0.0499002048725227,0.9912308989033523,0.07956651127280001,50.378226417942,532856.0063124977,24.19554206260746,0.0,1840.596586254948,0.0,12.616372549019607,1.6503770767600958,52.24143931684085,1.626518891134069,3.3467514705882353,2004.8774509803923,24.457541631145215,4.018039215686275,0.0,0.04096750121731024,0.025098039215686273,1,0.0,42,16.08948943115502,0.6192679202211169,2004.8774509803923,1.626518891134069,106.31387876437512,0.0,4.880644138775563,0.44171267899353134,5.720037179122857,532856.0063124977,0.3807320797788832,classification,0.5550724637681159,0.07391304347826087,2,56,690,0,0.6376811594202898,0.8188405797101449,0.8550724637681161,690,0.5550724637681159,0.7563664596273292
28,optdigits,LGBMClassifier,"Pipeline(steps=[('maxabsscaler', MaxAbsScaler()),
                ('selectfwe', SelectFwe(alpha=0.0005115425765)),
                ('featureunion-1',
                 FeatureUnion(transformer_list=[('skiptransformer',
                                                 SkipTransformer()),
                                                ('passthrough',
                                                 Passthrough())])),
                ('featureunion-2',
                 FeatureUnion(transformer_list=[('skiptransformer',
                                                 SkipTransformer()),
                                                ('passthrough',
                                                 Passthrough())])),
                ('lgbmclassifier',
                 LGBMClassifier(boosting_type=np.str_('gbdt'), max_depth=5,
                                n_estimators=71, n_jobs=1, num_leaves=121,
                                random_state=42, verbose=-1))])",0.9770894585412675,1053.3206028938293,success,"{""max_depth"": 5, ""n_estimators"": 71, ""num_leaves"": 121}",5.0,71.0,121.0,0.016703320153880503,2.060447039236656,0.7997629341883781,0.11627497125546628,3.319652535230062,0.12172052156948213,2.4037224385593112,19.51981920799109,10.190582164203187,0.0,42.11685502049588,0.0,6.262096774193548,5.054342666594358,121.83133400109436,24.900688294450745,3.778238709677419,13.596774193548388,5.068596774193548,4.903225806451613,0.0,0.32575690787236095,0.030142781597038603,9,0.0,29,5.325106204789942,5.867167228355683,13.596774193548388,6.69462997905807,3.815801283859557,0.0,4.894571591695847,0.1063444175436604,4.933118279569892,19.519819207991087,2.2844952574196267e-05,classification,0.109,0.031,10,64,2000,0,0.9832737037376807,0.7973271810101533,0.19484015488690132,5620,0.10177935943060498,0.4883868994661922
31,credit-g,AdaBoostClassifier,"Pipeline(steps=[('passthrough', Passthrough()),
                ('selectpercentile',
                 SelectPercentile(percentile=74.9076301092211)),
                ('featureunion-1',
                 FeatureUnion(transformer_list=[('skiptransformer',
                                                 SkipTransformer()),
                                                ('passthrough',
                                                 Passthrough())])),
                ('featureunion-2',
                 FeatureUnion(transformer_list=[('skiptransformer',
                                                 SkipTransformer()),
                                                ('passthrough',
                                                 Passthrough())])),
                ('adaboostclassifier',
                 AdaBoostClassifier(learning_rate=0.5443728687575,
                                    n_estimators=255, random_state=42))])",0.7687524053579642,429.4350128173828,success,"{""n_estimators"": 255}",,255.0,,0.010656197444076448,0.7360176217059212,0.5305177655284922,0.024880090164551887,0.8812908992306927,0.06251764743658036,15.54150587582118,130625.05005164188,123.35913231515315,40.53368624193208,952.6892119846704,30.55322502359611,43.53688524590164,1.6101644134620314,9.52469182313457,0.39168985713008403,27.039221311475412,305.55737704918033,54.9030655737705,39.13934426229508,4.540983606557377,0.007144107474582464,0.008743169398907104,1,0.0,42,102.0244329784439,0.28144909954134417,301.0163934426229,0.39168985713008403,47.00667964763606,1.071947451967869,2.1221222718848534,0.4634020369740464,42.04562841530055,130625.0500516418,0.7185509004586559,classification,0.7,0.061,2,76,1000,0,0.6039932147716579,0.7169954385523248,0.699999400598203,1000,0.7,0.7368421052631579
32,pendigits,LGBMClassifier,"Pipeline(steps=[('maxabsscaler', MaxAbsScaler()),
                ('selectfwe', SelectFwe(alpha=0.0005115425765)),
                ('featureunion-1',
                 FeatureUnion(transformer_list=[('skiptransformer',
                                                 SkipTransformer()),
                                                ('passthrough',
                                                 Passthrough())])),
                ('featureunion-2',
                 FeatureUnion(transformer_list=[('skiptransformer',
                                                 SkipTransformer()),
                                                ('passthrough',
                                                 Passthrough())])),
                ('lgbmclassifier',
                 LGBMClassifier(boosting_type=np.str_('gbdt'), max_depth=5,
                                n_estimators=71, n_jobs=1, num_leaves=121,
                                random_state=42, verbose=-1))])",0.9883998635278063,450.68243503570557,success,"{""max_depth"": 5, ""n_estimators"": 71, ""num_leaves"": 121}",5.0,71.0,121.0,0.058759420564280615,3.236174787330845,0.6798236987506072,0.14404587800570368,3.3199522015402496,0.26531646266762016,239.27771192262807,941.0584511630814,4.606519242265885,0.0,154.67925426680586,0.0,49.015625,5.835419654995462,-0.5392440103639753,15.994514685529301,31.82956875,100.0,50.865875,49.96875,0.0,0.7207073338756335,0.125,9,0.0,3,3.4902759209181093,4.543100413470669,100.0,6.586077229632085,29.954456393386714,0.0,-0.04168415476313983,0.009711402006136242,50.22453125,941.0584511630815,0.0005054279870737283,classification,0.1105,0.008,10,16,2000,0,0.9875363901018922,0.8467066957787481,0.19814410480349345,10992,0.10407569141193596,0.12829785298398835
37,diabetes,ExtraTreesClassifier,"Pipeline(steps=[('maxabsscaler', MaxAbsScaler()),
                ('passthrough', Passthrough()),
                ('featureunion-1',
                 FeatureUnion(transformer_list=[('skiptransformer',
                                                 SkipTransformer()),
                                                ('passthrough',
                                                 Passthrough())])),
                ('featureunion-2',
                 FeatureUnion(transformer_list=[('skiptransformer',
                                                 SkipTransformer()),
                                                ('passthrough',
                                                 Passthrough())])),
                ('extratreesclassifier',
                 ExtraTreesClassifier(bootstrap=np.True_,
                                      criterion=np.str_('gini'),
                                      max_features=0.5357628592993,
                                      min_samples_leaf=9, min_samples_split=19,
                                      n_jobs=1, random_state=42))])",0.7703969392635103,306.40446186065674,success,"{""max_depth"": null, ""n_estimators"": 100}",,100.0,,0.02884043879647566,2.958105757854844,0.5506842068290063,0.012489816958077828,0.9331343166407832,0.17165678897092654,109.35023488509582,1893.0594716960927,12.954877983803813,3.9807001879224595,45.24310842710197,3.786169797298347,31.2728125,3.819210502483649,2.7345612250230227,0.43524139649272914,15.6168744375,179.19,44.98579117838541,38.3590625,2.63475,0.07202957201197785,0.03571428571428571,1,0.0,8,40.06793467220572,0.3032530956508918,176.55525,0.43524139649272914,25.733742975451573,1.0325939949354748,0.5271805558363709,0.015922964296627953,40.20920779220779,1893.0594716960932,0.6967469043491082,classification,0.6510416666666666,0.010416666666666666,2,8,768,0,0.671875,0.7421875,0.7174479166666666,768,0.6510416666666666,0.12418619791666667
43,spambase,LGBMClassifier,"Pipeline(steps=[('maxabsscaler', MaxAbsScaler()),
                ('selectfwe', SelectFwe(alpha=0.0005115425765)),
                ('featureunion-1',
                 FeatureUnion(transformer_list=[('skiptransformer',
                                                 SkipTransformer()),
                                                ('passthrough',
                                                 Passthrough())])),
                ('featureunion-2',
                 FeatureUnion(transformer_list=[('skiptransformer',
                                                 SkipTransformer()),
                                                ('passthrough',
                                                 Passthrough())])),
                ('lgbmclassifier',
                 LGBMClassifier(boosting_type=np.str_('gbdt'), max_depth=5,
                                n_estimators=71, n_jobs=1, num_leaves=121,
                                random_state=42, verbose=-1))])",0.9451052160182375,330.5955500602722,success,"{""max_depth"": 5, ""n_estimators"": 71, ""num_leaves"": 121}",5.0,71.0,121.0,0.0431314440273708,1.0457074481765913,0.7674312431216206,0.052253167643281875,0.9706573616961269,0.06388068288747284,23.17471645327882,7330.328274829422,12.46057009355595,1.9850766250935503,299.97013510199497,0.6694461503659364,4.80359649122807,1.9384664990885183,179.78291333311475,1.4327982833927646,2.3320777789473683,325.5379298245614,6.039563122807017,2.018482456140351,0.05263157894736842,0.0778983107841998,0.018170426065162906,1,0.0,57,12.42400672940771,0.5889507129191959,325.48529824561405,1.4327982833927646,14.326923124269138,3.028479415127717,9.911824161980205,0.009417564939277003,2.555486666666667,7330.328274829412,0.4110492870808041,classification,0.6005,0.0285,2,57,2000,0,0.7669967083712149,0.824588730671851,0.776345433067049,4601,0.6059552271245382,0.7741490217610969
45,splice,LGBMClassifier,"Pipeline(steps=[('maxabsscaler', MaxAbsScaler()),
                ('selectfwe', SelectFwe(alpha=0.0005115425765)),
                ('featureunion-1',
                 FeatureUnion(transformer_list=[('skiptransformer',
                                                 SkipTransformer()),
                                                ('passthrough',
                                                 Passthrough())])),
                ('featureunion-2',
                 FeatureUnion(transformer_list=[('skiptransformer',
                                                 SkipTransformer()),
                                                ('passthrough',
                                                 Passthrough())])),
                ('lgbmclassifier',
                 LGBMClassifier(boosting_type=np.str_('gbdt'), max_depth=5,
                                n_estimators=71, n_jobs=1, num_leaves=121,
                                random_state=42, verbose=-1))])",0.9584663947835304,314.6242706775665,success,"{""max_depth"": 5, ""n_estimators"": 71, ""num_leaves"": 121}",5.0,71.0,121.0,0.0024053356938061785,0.6916780851456773,0.8482752359563707,0.02958763763831469,1.4788079651323782,0.04338620222126554,0.005268573847504174,0.15933892830253518,59.04686882229469,0.0,1.9212906458643506,0.0,0.369949494949495,2.145441403633321,242.7592196031924,5.282634840988976,0.0,1.0,0.2160378787878788,0.010101010101010102,0.0,0.025044646644734794,0.012613444085525304,2,0.0,125,26.617801718559715,1.440170448422153,1.0,3.141845149979071,0.3735061293736913,0.0,6.723374199469597,0.49974987493746875,0.07603114478114478,0.1593389283025351,0.07687184155203675,classification,0.52,0.099,3,347,2000,0,0.6921678608562799,0.7896178003805373,0.6238258510811365,3190,0.5188087774294671,0.8270893371757925
49,tic-tac-toe,LGBMClassifier,"Pipeline(steps=[('maxabsscaler', MaxAbsScaler()),
                ('selectpercentile',
                 SelectPercentile(percentile=47.8750594659082)),
                ('featureunion-1',
                 FeatureUnion(transformer_list=[('skiptransformer',
                                                 SkipTransformer()),
                                                ('passthrough',
                                                 Passthrough())])),
                ('featureunion-2',
                 FeatureUnion(transformer_list=[('skiptransformer',
                                                 SkipTransformer()),
                                                ('passthrough',
                                                 Passthrough())])),
                ('lgbmclassifier',
                 LGBMClassifier(boosting_type=np.str_('gbdt'),
                                class_weight='balanced', max_depth=10,
                                n_estimators=65, n_jobs=1, num_leaves=102,
                                random_state=42, verbose=-1))])",0.9817606209150327,306.8714611530304,success,"{""max_depth"": 10, ""n_estimators"": 65, ""num_leaves"": 102}",10.0,65.0,102.0,0.03225022836337692,0.895252780681417,0.9660246487156876,0.014279053276212742,0.9309539862507962,0.09295116815636131,0.02067906346456004,0.21555834624248235,90.28036850075775,0.0,0.6304258113102097,0.0,0.8148148148148148,1.8158949571588292,-1.2481982424773295,13.970871607681508,0.0,1.0,0.33333333333333326,0.0,0.0,0.010311809773383706,0.025641025641025644,1,0.0,5,85.81820168872741,0.9332036219262676,1.0,13.970871607681508,0.46302359272589605,0.0,0.750905810890832,0.49947753396029276,0.22479423868312753,0.21555834624248232,0.06679637807373241,classification,0.6534446764091858,0.028183716075156576,2,36,958,0,0.7067104231974922,0.6555348746081505,0.699389367816092,958,0.6534446764091858,0.75
53,vehicle,BaggingClassifier,"Pipeline(steps=[('maxabsscaler', MaxAbsScaler()),
                ('passthrough', Passthrough()),
                ('featureunion-1',
                 FeatureUnion(transformer_list=[('featureunion',
                                                 FeatureUnion(transformer_list=[('fastica',
                                                                                 FastICA(algorithm=np.str_('parallel'),
                                                                                         n_components=18,
                                                                                         random_state=42)),
                                                                                ('quantiletransformer',
                                                                                 QuantileTransformer(n_quantiles=243,
                                                                                                     output_distribution=np.str_('norma...
                                                ('passthrough',
                                                 Passthrough())])),
                ('featureunion-2',
                 FeatureUnion(transformer_list=[('skiptransformer',
                                                 SkipTransformer()),
                                                ('passthrough',
                                                 Passthrough())])),
                ('baggingclassifier',
                 BaggingClassifier(bootstrap=np.True_,
                                   bootstrap_features=np.False_,
                                   max_features=0.696933439548,
                                   max_samples=0.8792713426058, n_estimators=54,
                                   n_jobs=1, oob_score=np.False_,
                                   random_state=42))])",0.7825237627007539,306.76357412338257,success,"{""n_estimators"": 54}",,54.0,,0.09844996594410865,3.0929297541798166,0.6738147443927072,0.0452609441350749,1.999066765534363,0.4070565349191194,278.44615465072445,2025.5889786487978,7.738272393698158,113.83867084854721,159.43085579722043,111.36287191706428,34.56944444444444,4.833661498170825,5.0964765381202675,4.621441494534748,21.168233333333333,198.88888888888889,117.63494877856581,111.55555555555556,78.38888888888889,0.258335021543355,0.39215686274509803,3,0.0,8,10.972553065789985,1.5095704826426994,120.5,2.435826672164415,22.770839172096302,0.0,1.0378871009079125,0.024529774191604656,114.9032152230971,2025.5889786487985,0.083399959897304,classification,0.2576832151300236,0.02127659574468085,4,18,846,0,0.6382978723404256,0.4574468085106383,0.39952718676122934,846,0.2576832151300236,0.0070265300761754666
219,electricity,DecisionTreeClassifier,"Pipeline(steps=[('maxabsscaler', MaxAbsScaler()),
                ('variancethreshold',
                 VarianceThreshold(threshold=0.0003878045217)),
                ('featureunion-1',
                 FeatureUnion(transformer_list=[('skiptransformer',
                                                 SkipTransformer()),
                                                ('passthrough',
                                                 Passthrough())])),
                ('featureunion-2',
                 FeatureUnion(transformer_list=[('skiptransformer',
                                                 SkipTransformer()),
                                                ('passthrough',
                                                 Passthrough())])),
                ('decisiontreeclassifier',
                 DecisionTreeClassifier(criterion=np.str_('gini'), max_depth=13,
                                        min_samples_leaf=8,
                                        min_samples_split=18,
                                        random_state=42))])",0.8496510248558581,307.6698350906372,success,"{""max_depth"": 13}",13.0,,,0.03756210600225978,1.8792168181469153,0.46658973918242275,0.005680429687986301,0.9924820324406043,0.12571416526365675,0.007503190134696774,0.0803163597090413,22.332571299795852,0.09068111376148984,0.16762616915016768,0.08284034277384365,0.10830858928571427,2.8272578402301645,115.48143514571431,0.27829176812723805,0.09773548065,0.8995139285714285,0.2443190646071429,0.16458228571428574,0.005734928571428571,0.04444101035735536,0.02197802197802198,1,0.0,12,41.285645691578864,0.2177059847103213,0.8937790000000001,0.27829176812723805,0.25441038351468115,1.2914563295636399,4.180392995170888,0.2515423885970175,0.17289816458333332,0.08031635970904134,0.7822940152896787,classification,0.551,0.007,2,15,2000,0,0.5986493644067797,0.7526262358757062,0.7400026483050848,45312,0.5754546257062146,0.46822475282485876
2074,satimage,LGBMClassifier,"Pipeline(steps=[('maxabsscaler', MaxAbsScaler()),
                ('selectfwe', SelectFwe(alpha=0.0005115425765)),
                ('featureunion-1',
                 FeatureUnion(transformer_list=[('skiptransformer',
                                                 SkipTransformer()),
                                                ('passthrough',
                                                 Passthrough())])),
                ('featureunion-2',
                 FeatureUnion(transformer_list=[('skiptransformer',
                                                 SkipTransformer()),
                                                ('passthrough',
                                                 Passthrough())])),
                ('lgbmclassifier',
                 LGBMClassifier(boosting_type=np.str_('gbdt'), max_depth=5,
                                n_estimators=71, n_jobs=1, num_leaves=121,
                                random_state=42, verbose=-1))])",0.9064928054902576,307.2558159828186,success,"{""max_depth"": 5, ""n_estimators"": 71, ""num_leaves"": 121}",5.0,71.0,121.0,0.14089817861138887,3.5639520463117282,0.6167512933139563,0.137931776020819,2.4968307355171877,0.5041318038992907,0.5247844696486534,1.040788569147022,2.6912644487769524,0.0,4.508661257012208,0.0,1.4124191875,5.133029012907443,-0.19764877690536364,17.48952185819077,1.0372211737416666,2.6848121666666667,-0.0010458745833333346,0.0012069444444444406,-2.4938696944444447,0.9277537689214728,0.4857142857142857,5,0.0,9,2.841484848350305,2.490933421076275,5.178681861111111,8.595922500424134,1.0201113910877442,1.3322753386618804,0.06619753218197647,0.013945052290251439,0.012926825509259264,1.0407885691470222,0.004335021408462704,classification,0.231,0.018,6,36,2000,0,0.9035770749611718,0.7968887480469794,0.42659413501786453,6430,0.23810264385692068,0.0
2079,eucalyptus,ExtraTreesClassifier,"Pipeline(steps=[('maxabsscaler', MaxAbsScaler()),
                ('selectpercentile',
                 SelectPercentile(percentile=41.6560702264794)),
                ('featureunion-1',
                 FeatureUnion(transformer_list=[('featureunion',
                                                 FeatureUnion(transformer_list=[('zerocount',
                                                                                 ZeroCount()),
                                                                                ('columnonehotencoder',
                                                                                 ColumnOneHotEncoder())])),
                                                ('passthrough',
                                                 Passthrough())])),
                ('featureunion-2',
                 FeatureUnion(transformer_list=[('skiptransformer',
                                                 SkipTransformer()),
                                                ('passthrough',
                                                 Passthrough())])),
                ('extratreesclassifier',
                 ExtraTreesClassifier(bootstrap=np.False_,
                                      criterion=np.str_('entropy'),
                                      max_features=0.2932213180827,
                                      min_samples_leaf=4, min_samples_split=8,
                                      n_jobs=1, random_state=42))])",0.6530612244897959,339.1849961280823,success,"{""max_depth"": null, ""n_estimators"": 100}",,100.0,,0.03581183772724413,0.6388551336725118,0.5362958050387053,0.04226453268348688,2.2620836204282746,0.09112637980362782,15.430259719988063,31309.33009941794,34.31947931662912,0.0,405.92691829373,0.0,15.13686813186813,2.8350262267119395,42.78820197491177,6.674061189098659,10.419908307692307,545.4867032967034,59.75310293239368,59.309505494505494,31.846153846153847,0.06591252738884669,0.028327228327228327,4,0.0,82,8.692469079567033,1.3779227229796145,513.6405494505494,6.01598566375917,27.110928344532834,0.0,4.831061048768804,0.43737724067259387,59.36555044503009,31309.330099417963,0.07954179751342964,classification,0.2907608695652174,0.12364130434782608,5,96,736,0,0.30713456114152976,0.22285271832310158,0.46748520546429956,736,0.2907608695652174,0.8085371376811594
3021,sick,LGBMClassifier,"Pipeline(steps=[('maxabsscaler', MaxAbsScaler()),
                ('rfe',
                 RFE(estimator=ExtraTreesClassifier(bootstrap=np.True_,
                                                    criterion=np.str_('gini'),
                                                    max_features=0.0749769127829,
                                                    min_samples_split=10,
                                                    n_jobs=1, random_state=42),
                     step=0.8236468765396)),
                ('featureunion-1',
                 FeatureUnion(transformer_list=[('skiptransformer',
                                                 SkipTransformer()),
                                                ('passthrough',
                                                 Passthrough())])),
                ('featureunion-2',
                 FeatureUnion(transformer_list=[('skiptransformer',
                                                 SkipTransformer()),
                                                ('passthrough',
                                                 Passthrough())])),
                ('lgbmclassifier',
                 LGBMClassifier(boosting_type=np.str_('gbdt'), max_depth=5,
                                n_estimators=71, n_jobs=1, num_leaves=121,
                                random_state=42, verbose=-1))])",0.9857452301118661,306.48805713653564,success,"{""max_depth"": 5, ""n_estimators"": 71, ""num_leaves"": 121}",5.0,71.0,121.0,0.13774819900593943,0.6687461534765009,0.4830230395236185,0.13637956150632266,0.3254569001666994,0.09427828492495144,1.982385232949503,101.65023903565684,30.585785882577564,0.9385095705951997,22.334849676026952,0.7886061896674691,2.2456,0.9835622644407855,41.469083086067684,0.3043102676969635,1.6533955199999997,37.334399999999995,5.58944254,5.6392,0.02,0.010640789202414704,0.05469387755102041,1,0.0,46,61.84742050192508,0.23331125671063516,37.3144,0.3043102676969635,2.951304365857944,0.0,0.8157529161151613,0.44068587504364504,5.6244004,101.65023903565685,0.7666887432893649,classification,0.9405,0.025,2,75,2000,0,0.9093312742758202,0.3883956257254025,0.9387592702909283,3772,0.9387592788971368,0.6209049133969601
3022,vowel,MLPClassifier,"Pipeline(steps=[('normalizer', Normalizer(norm=np.str_('max'))),
                ('selectpercentile',
                 SelectPercentile(percentile=43.7092998870266)),
                ('featureunion-1',
                 FeatureUnion(transformer_list=[('skiptransformer',
                                                 SkipTransformer()),
                                                ('passthrough',
                                                 Passthrough())])),
                ('featureunion-2',
                 FeatureUnion(transformer_list=[('skiptransformer',
                                                 SkipTransformer()),
                                                ('passthrough',
                                                 Passthrough())])),
                ('mlpclassifier',
                 MLPClassifier(activation=np.str_('tanh'),
                               alpha=0.0091707812507, early_stopping=np.False_,
                               hidden_layer_sizes=[227, 227],
                               learning_rate=np.str_('constant'),
                               learning_rate_init=0.0103757805558,
                               n_iter_no_change=32, random_state=42))])",0.9330808080808081,329.608962059021,success,{},,,,0.021506420433916946,1.4441860954912993,0.3438036192330999,0.029111205984812153,3.4594316186372978,0.13396828973273148,0.03107132035496739,0.24780000310637357,21.42298985859468,0.0,1.05501419796192,0.0,0.44434259259259257,4.742135510128514,5.285165302327783,9.011822108863461,0.27073923333333333,1.3054074074074076,0.035859109614665166,-0.009777777777777786,-0.721,0.16148220400008312,0.011396011396011397,10,1.0,20,7.943314245887775,2.1184412717704304,2.0264074074074077,5.032328365026217,0.4346350469301071,0.0,1.960940447657846,0.31458135849748003,-0.006905162738496058,0.24780000310637362,0.021730616189815536,classification,0.09090909090909091,0.02727272727272727,11,29,990,0,0.602020202020202,0.5565656565656566,0.15151515151515152,990,0.09090909090909091,0.5864158829676072
3481,isolet,RandomForestClassifier,"Pipeline(steps=[('robustscaler',
                 RobustScaler(quantile_range=(0.139906572611,
                                              0.7147270294414))),
                ('selectpercentile',
                 SelectPercentile(percentile=66.6743700054632)),
                ('featureunion-1',
                 FeatureUnion(transformer_list=[('skiptransformer',
                                                 SkipTransformer()),
                                                ('passthrough',
                                                 Passthrough())])),
                ('featureunion-2',
                 FeatureUnion(transformer_list=[('skiptransformer',
                                                 SkipTransformer()),
                                                ('passthrough',
                                                 Passthrough())])),
                ('randomforestclassifier',
                 RandomForestClassifier(bootstrap=np.True_,
                                        criterion=np.str_('gini'),
                                        max_features=0.0577679950302,
                                        min_samples_leaf=20,
                                        min_samples_split=6, n_estimators=128,
                                        n_jobs=1, random_state=42))])",0.9092512425845758,323.53924679756165,success,"{""max_depth"": null, ""n_estimators"": 128}",,128.0,,0.018988184990533577,3.5832814182633217,0.5540666867134403,0.0702154537780391,4.694314844628275,0.2805408754226858,0.06238419297059916,0.2144495904362328,8.374938681114662,0.0,6.5688253895663475,0.0,0.7012292499999999,7.717076953632191,-0.4455645973826781,43.064019886262074,0.4957339968,0.9964099999999999,0.203647903,0.21553,-0.943654,0.5605193092594065,0.15190954773869347,25,0.0,81,5.3927885428207265,9.059563592050493,1.9400639999999998,17.22304817709675,0.45479099399888834,0.0,-0.21238762742441225,9.378726738990633e-05,0.2150116075,0.21444959043623282,1.4006419539032085e-07,classification,0.048,0.1,26,617,2000,0,0.898550724637681,0.8269847377196357,0.0757983839938438,7797,0.038476337052712584,0.003560360351371481
3549,analcatdata_authorship,LogisticRegression,"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('variancethreshold',
                 VarianceThreshold(threshold=0.003335991143)),
                ('featureunion-1',
                 FeatureUnion(transformer_list=[('featureunion',
                                                 FeatureUnion(transformer_list=[('zerocount',
                                                                                 ZeroCount())])),
                                                ('passthrough',
                                                 Passthrough())])),
                ('featureunion-2',
                 FeatureUnion(transformer_list=[('skiptransformer',
                                                 SkipTransformer()),
                                                ('passthrough',
                                                 Passthrough())])),
                ('logisticregression',
                 LogisticRegression(C=27020.688345605467,
                                    l1_ratio=0.0468523318087, max_iter=1000,
                                    n_jobs=1, penalty=np.str_('elasticnet'),
                                    random_state=42, solver='saga'))])",0.9955357142857143,307.83151388168335,success,{},,,,0.018346564942347744,2.8939566006532362,0.9360618658181407,0.05577091822684962,1.7874160492261657,0.14842389025036848,5.460666436075887,50.917968485848576,6.827544002189523,4.390547753420648,61.45022808972295,4.016060453824013,7.1571428571428575,4.419577771859875,2.3253142913452103,24.31967403030496,4.998479999999997,34.4,10.12524205877357,9.2,0.8285714285714286,0.26179487801952794,0.007867494824016562,3,1.0,68,10.054290376289824,2.6301753864650625,33.57142857142857,11.87177081713851,5.356526083946353,0.0,1.110728918783191,0.0488234358962868,9.431145685997171,50.91796848584856,0.001570872021763093,classification,0.3769322235434007,0.08323424494649227,4,70,841,0,0.9809778003728181,0.9489069649211999,0.6515929503473987,841,0.3769322235434007,0.11037880074740955
3560,analcatdata_dmft,AdaBoostClassifier,"Pipeline(steps=[('robustscaler',
                 RobustScaler(quantile_range=(0.139906572611,
                                              0.7147270294414))),
                ('selectpercentile',
                 SelectPercentile(percentile=78.3052918255681)),
                ('featureunion-1',
                 FeatureUnion(transformer_list=[('skiptransformer',
                                                 SkipTransformer()),
                                                ('passthrough',
                                                 Passthrough())])),
                ('featureunion-2',
                 FeatureUnion(transformer_list=[('skiptransformer',
                                                 SkipTransformer()),
                                                ('passthrough',
                                                 Passthrough())])),
                ('adaboostclassifier',
                 AdaBoostClassifier(learning_rate=0.6184852890321,
                                    n_estimators=363, random_state=42))])",0.2135190598517731,306.53903913497925,success,"{""n_estimators"": 363}",,363.0,,0.019255366859793635,0.6101355730989885,0.2003372050396631,0.014101674773693377,2.5802592077826514,0.0866022801533632,0.011530054226440808,0.13293314274064955,246.55563580769063,0.0,0.34829874928653176,0.0,0.23809523809523808,3.1799295599211455,4.2670914743046655,0.23567424011808333,0.0,1.0,0.19047619047619047,0.047619047619047616,0.0,0.010465220960494334,0.014285714285714287,5,0.0,16,57.301260470487776,0.22183340103991708,1.0,0.08700589616810118,0.352511654602207,0.0,2.1047719513487717,0.49937185929648253,0.09295158564469629,0.13293314274064955,0.7956493383851009,classification,0.1944792973651192,0.026348808030112924,6,25,797,0,0.180697025582825,0.1982030548068284,0.1907362746488864,797,0.1944792973651192,0.84
